100	0.0049118995666504
200	0.0218617916107178
300	0.0582621097564697
400	0.1621530055999756
500	0.2735249996185303
600	0.4485108852386475
700	0.7331240177154541
800	1.0427560806274414
900	1.4958829879760742
1000	1.9975008964538574
1100	2.6979789733886719
1200	3.5492219924926758
1300	4.8858299255371094
1400	6.2634990215301514
1500	8.2005600929260254
1600	9.7065830230712891
1700	12.0489010810852051
1800	16.1028769016265869
1900	18.2572269439697266
2000	20.2467999458312988
2100	25.9730501174926758
2200	27.3478300571441650
2300	31.8412399291992188
2400	36.7410521507263184
2500	40.9838330745697021
2600	46.2991809844970703
2700	52.2700860500335693
2800	58.6859691143035889
2900	67.0920259952545166
3000	73.8839972019195557
