100	0.0108871459960938
200	0.0324499607086182
300	0.0691330432891846
400	0.1577010154724121
500	0.3654260635375977
600	0.6626999378204346
700	1.0744481086730957
800	1.6054348945617676
900	2.2928290367126465
1000	3.2190570831298828
1100	4.4754700660705566
1200	6.1136891841888428
1300	8.4424860477447510
1400	11.9444570541381836
1500	15.0015420913696289
1600	20.0710430145263672
1700	24.7930939197540283
1800	30.5257050991058350
1900	36.7860469818115234
2000	43.8381669521331787
2100	50.6638929843902588
2200	60.0072679519653320
2300	69.8827729225158691
2400	81.4255690574645996
2500	91.3605389595031738
2600	104.0666620731353760
2700	117.4936759471893311
2800	131.3877439498901367
2900	147.3606181144714355
3000	164.4515511989593506
