100	0.0103979110717773
200	0.0482230186462402
300	0.1111278533935547
400	0.1490318775177002
500	0.3063609600067139
600	0.4469809532165527
700	0.6955149173736572
800	1.0325269699096680
900	1.4373769760131836
1000	2.0081439018249512
1100	3.0789189338684082
1200	4.0853400230407715
1300	4.8370659351348877
1400	7.1629149913787842
1500	8.5925819873809814
1600	11.0249869823455811
1700	13.8001201152801514
1800	16.3992381095886230
1900	20.2304191589355469
2000	23.4913120269775391
2100	27.9295070171356201
2200	32.4703760147094727
2300	38.1509768962860107
2400	43.4238731861114502
2500	49.3206360340118408
2600	55.3800909519195557
2700	63.2605390548706055
2800	70.0278038978576660
2900	80.0573120117187500
3000	87.1739590167999268
