100	0.0076940059661865
200	0.0315849781036377
300	0.0823960304260254
400	0.1609561443328857
500	0.2847599983215332
600	0.4632561206817627
700	0.6838669776916504
800	0.9836969375610352
900	1.3499519824981689
1000	1.7816579341888428
1100	2.2917759418487549
1200	2.9626390933990479
1300	3.7671380043029785
1400	4.5280630588531494
1500	5.6028919219970703
1600	6.8662910461425781
1700	8.3033709526062012
1800	9.2021532058715820
1900	10.4600319862365723
2000	13.7182128429412842
2100	14.4172120094299316
2200	15.5107619762420654
2300	18.2937290668487549
2400	21.1293389797210693
2500	23.1219260692596436
2600	26.0394499301910400
2700	28.5220091342926025
2800	31.9081130027770996
2900	35.3116168975830078
3000	38.7211620807647705
