100	0.0123958587646484
200	0.0267760753631592
300	0.0823979377746582
400	0.1618309020996094
500	0.2888479232788086
600	0.4691209793090820
700	0.6630640029907227
800	0.9698848724365234
900	1.3322260379791260
1000	1.8011810779571533
1100	2.3031640052795410
1200	2.9450268745422363
1300	3.6822109222412109
1400	4.5447239875793457
1500	5.5027360916137695
1600	6.5184900760650635
1700	8.6657660007476807
1800	9.1115210056304932
1900	10.5720269680023193
2000	12.6784389019012451
2100	14.1354830265045166
2200	15.9691970348358154
2300	18.8240749835968018
2400	20.8387210369110107
2500	23.2475199699401855
2600	25.7291259765625000
2700	28.6286351680755615
2800	31.5968670845031738
2900	35.1643850803375244
3000	39.0625300407409668
