100	0.0153989791870117
200	0.0621438026428223
300	0.0832750797271729
400	0.1603610515594482
500	0.2871429920196533
600	0.4689550399780273
700	0.7024209499359131
800	0.9764251708984375
900	1.7084829807281494
1000	1.7901978492736816
1100	2.3048501014709473
1200	3.7478320598602295
1300	4.0568020343780518
1400	4.7635328769683838
1500	5.6084330081939697
1600	6.4111230373382568
1700	7.7944750785827637
1800	9.0978879928588867
1900	10.5538389682769775
2000	12.4656729698181152
2100	14.0558719635009766
2200	16.0675079822540283
2300	19.6525061130523682
2400	23.3279058933258057
2500	23.0865740776062012
2600	26.0476689338684082
2700	29.4536719322204590
2800	31.8271880149841309
2900	35.6636068820953369
3000	39.0933251380920410
