100	0.0052008628845215
200	0.0310461521148682
300	0.0894110202789307
400	0.1942229270935059
500	0.3470499515533447
600	0.4620471000671387
700	1.0218100547790527
800	1.0089988708496094
900	1.3786010742187500
1000	2.8799178600311279
1100	2.4067490100860596
1200	3.2887148857116699
1300	4.0434291362762451
1400	4.6260581016540527
1500	5.7345600128173828
1600	7.0890529155731201
1700	8.4533410072326660
1800	9.0292248725891113
1900	10.7371881008148193
2000	12.9450650215148926
2100	14.6829969882965088
2200	16.5680160522460938
2300	19.2281038761138916
2400	20.4600250720977783
2500	23.7486019134521484
2600	25.0292170047760010
2700	30.1026790142059326
2800	31.8251960277557373
2900	35.7045741081237793
3000	38.6274821758270264
