100	0.0100059509277344
200	0.0309579372406006
300	0.0843179225921631
400	0.1657490730285645
500	0.2885830402374268
600	0.4750790596008301
700	0.6873810291290283
800	1.0132009983062744
900	1.3810679912567139
1000	1.7980921268463135
1100	2.2515869140625000
1200	2.9491229057312012
1300	4.1922779083251953
1400	4.6690320968627930
1500	5.5692200660705566
1600	7.4425110816955566
1700	7.7777740955352783
1800	9.1602630615234375
1900	11.0010070800781250
2000	12.7792940139770508
2100	14.5215189456939697
2200	16.0325601100921631
2300	18.0801160335540771
2400	21.1397259235382080
2500	23.1771099567413330
2600	25.6932229995727539
2700	28.9806451797485352
2800	32.1727721691131592
2900	35.0203101634979248
3000	39.0486938953399658
