100	0.0121111869812012
200	0.0411720275878906
300	0.0882098674774170
400	0.1631858348846436
500	0.2917058467864990
600	0.4468410015106201
700	0.6788249015808105
800	0.9668571949005127
900	1.4233949184417725
1000	1.7928128242492676
1100	2.2944200038909912
1200	2.8895950317382812
1300	3.8081128597259521
1400	6.0807900428771973
1500	5.7945461273193359
1600	6.6443340778350830
1700	7.9354798793792725
1800	9.0697619915008545
1900	10.4487819671630859
2000	12.2922930717468262
2100	14.4526062011718750
2200	15.7800059318542480
2300	18.7747859954833984
2400	20.9666290283203125
2500	23.4068250656127930
2600	25.8898940086364746
2700	28.6384029388427734
2800	31.7722630500793457
2900	35.7597060203552246
3000	38.8369810581207275
